Indicator,Location,Coverage_Type,Race_Ethnicity,Timeframe,Data_Type,Data,MOE
US,United States,Individual,Hispanic / Latino,2024,Number,4631616,NA
US,United States,Insured,Hispanic / Latino,2024,Percent,0.83033,0.002357
US,United States,Insured,Hispanic / Latino,2024,Number,56016502,NA
US,United States,Medicaid/CHIP,Hispanic / Latino,2024,Number,16394869,NA
US,United States,Medicaid/CHIP,Hispanic / Latino,2024,Percent,0.24302,0.002383
US,United States,Medicare,Hispanic / Latino,2024,Percent,0.09324,6.35e-4
US,United States,Medicare,Hispanic / Latino,2024,Number,6290518,NA
US,United States,Private,Hispanic / Latino,2024,Number,33331115,NA
US,United States,Private,Hispanic / Latino,2024,Percent,0.49407,0.003484
US,United States,Public,Hispanic / Latino,2024,Percent,0.33627,0.002392
US,United States,Public,Hispanic / Latino,2024,Number,22685387,NA
US,United States,Uninsured,Hispanic / Latino,2024,Percent,0.16967,0.002357
US,United States,Uninsured,Hispanic / Latino,2024,Number,11446115,NA
US,United States,Employer,Native Hawaiian and Other Pacific Islander,2024,Percent,0.49232,0.022199
US,United States,Employer,Native Hawaiian and Other Pacific Islander,2024,Number,278318,NA
US,United States,Individual,Native Hawaiian and Other Pacific Islander,2024,Percent,0.04814,0.009519
US,United States,Individual,Native Hawaiian and Other Pacific Islander,2024,Number,27212,NA
US,United States,Insured,Native Hawaiian and Other Pacific Islander,2024,Percent,0.88724,0.014099
US,United States,Insured,Native Hawaiian and Other Pacific Islander,2024,Number,501577,NA
US,United States,Medicaid/CHIP,Native Hawaiian and Other Pacific Islander,2024,Number,130129,NA
US,United States,Medicaid/CHIP,Native Hawaiian and Other Pacific Islander,2024,Percent,0.23019,0.021323
US,United States,Medicare,Native Hawaiian and Other Pacific Islander,2024,Number,65918,NA
US,United States,Medicare,Native Hawaiian and Other Pacific Islander,2024,Percent,0.1166,0.01147
US,United States,Private,Native Hawaiian and Other Pacific Islander,2024,Percent,0.54045,0.024228
US,United States,Private,Native Hawaiian and Other Pacific Islander,2024,Number,305530,NA
US,United States,Public,Native Hawaiian and Other Pacific Islander,2024,Percent,0.34679,0.021249
US,United States,Public,Native Hawaiian and Other Pacific Islander,2024,Number,196047,NA
US,United States,Uninsured,Native Hawaiian and Other Pacific Islander,2024,Percent,0.11276,0.014099
US,United States,Uninsured,Native Hawaiian and Other Pacific Islander,2024,Number,63745,NA
US,United States,Employer,Other / Multiple Races,2024,Number,9712692,NA
US,United States,Employer,Other / Multiple Races,2024,Percent,0.56383,0.004492
US,United States,Individual,Other / Multiple Races,2024,Number,1138427,NA
US,United States,Individual,Other / Multiple Races,2024,Percent,0.06609,0.001985
US,United States,Insured,Other / Multiple Races,2024,Percent,0.92901,0.002037
US,United States,Insured,Other / Multiple Races,2024,Number,16003434,NA
US,United States,Medicaid/CHIP,Other / Multiple Races,2024,Number,3373200,NA
US,United States,Medicaid/CHIP,Other / Multiple Races,2024,Percent,0.19582,0.003887
US,United States,Medicare,Other / Multiple Races,2024,Percent,0.10328,0.001864
US,United States,Medicare,Other / Multiple Races,2024,Number,1779115,NA
US,United States,Private,Other / Multiple Races,2024,Percent,0.62991,0.004495
US,United States,Private,Other / Multiple Races,2024,Number,10851119,NA
US,United States,Public,Other / Multiple Races,2024,Percent,0.29909,0.004203
US,United States,Public,Other / Multiple Races,2024,Number,5152315,NA
US,United States,Uninsured,Other / Multiple Races,2024,Percent,0.07099,0.002037
US,United States,Uninsured,Other / Multiple Races,2024,Number,1222945,NA
US,United States,Employer,White,2024,Percent,0.54557,0.001432
US,United States,Employer,White,2024,Number,103392706,NA
US,United States,Individual,White,2024,Percent,0.0662,6.62e-4
US,United States,Individual,White,2024,Number,12545383,NA
US,United States,Insured,White,2024,Number,179572372,NA
US,United States,Insured,White,2024,Percent,0.94755,7.01e-4
US,United States,Medicaid/CHIP,White,2024,Percent,0.09599,9.31e-4
US,United States,Medicaid/CHIP,White,2024,Number,18191199,NA
US,United States,Medicare,White,2024,Number,45443084,NA
US,United States,Medicare,White,2024,Percent,0.23979,2.83e-4
US,United States,Private,White,2024,Percent,0.61177,0.001392
US,United States,Private,White,2024,Number,115938089,NA
US,United States,Public,White,2024,Number,63634283,NA
US,United States,Public,White,2024,Percent,0.33578,0.001005
US,United States,Uninsured,White,2024,Percent,0.05245,7.01e-4
US,United States,Uninsured,White,2024,Number,9940438,NA
17,Illinois,Employer,African-American / Black,2011,Percent,0.37868,0.01323
17,Illinois,Employer,African-American / Black,2011,Number,676422,NA
17,Illinois,Individual,African-American / Black,2011,Percent,0.02184,0.003954
17,Illinois,Individual,African-American / Black,2011,Number,39013,NA
17,Illinois,Insured,African-American / Black,2011,Percent,0.81988,0.009312
17,Illinois,Insured,African-American / Black,2011,Number,1464511,NA
17,Illinois,Medicaid/CHIP,African-American / Black,2011,Percent,0.29671,0.011151
17,Illinois,Medicaid/CHIP,African-American / Black,2011,Number,529991,NA
17,Illinois,Medicare,African-American / Black,2011,Percent,0.12265,0.00363
17,Illinois,Medicare,African-American / Black,2011,Number,219085,NA
17,Illinois,Private,African-American / Black,2011,Percent,0.40052,0.013493
17,Illinois,Private,African-American / Black,2011,Number,715435,NA
17,Illinois,Public,African-American / Black,2011,Number,749076,NA
17,Illinois,Public,African-American / Black,2011,Percent,0.41936,0.011352
17,Illinois,Uninsured,African-American / Black,2011,Percent,0.18012,0.009312
17,Illinois,Uninsured,African-American / Black,2011,Number,321741,NA
17,Illinois,Employer,American Indian / Alaska Native,2011,Percent,0.42431,0.103991
17,Illinois,Employer,American Indian / Alaska Native,2011,Number,5048,NA
17,Illinois,Individual,American Indian / Alaska Native,2011,Percent,NA,NA
17,Illinois,Individual,American Indian / Alaska Native,2011,Number,NA,NA
17,Illinois,Insured,American Indian / Alaska Native,2011,Percent,0.81533,0.095249
17,Illinois,Insured,American Indian / Alaska Native,2011,Number,9700,NA
17,Illinois,Medicaid/CHIP,American Indian / Alaska Native,2011,Number,2118,NA
17,Illinois,Medicaid/CHIP,American Indian / Alaska Native,2011,Percent,0.17803,0.08325
17,Illinois,Medicare,American Indian / Alaska Native,2011,Number,2272,NA
17,Illinois,Medicare,American Indian / Alaska Native,2011,Percent,0.19097,0.078694
17,Illinois,Private,American Indian / Alaska Native,2011,Percent,0.44633,0.114136
17,Illinois,Private,American Indian / Alaska Native,2011,Number,5310,NA
17,Illinois,Public,American Indian / Alaska Native,2011,Number,4390,NA
17,Illinois,Public,American Indian / Alaska Native,2011,Percent,0.369,0.102641
17,Illinois,Uninsured,American Indian / Alaska Native,2011,Number,2197,NA
17,Illinois,Uninsured,American Indian / Alaska Native,2011,Percent,0.18467,0.095249
17,Illinois,Employer,Asian,2011,Percent,0.60949,0.025559
17,Illinois,Employer,Asian,2011,Number,363161,NA
17,Illinois,Individual,Asian,2011,Percent,0.09469,0.014385
17,Illinois,Individual,Asian,2011,Number,56420,NA
17,Illinois,Insured,Asian,2011,Number,515514,NA
17,Illinois,Insured,Asian,2011,Percent,0.86518,0.019014
17,Illinois,Medicaid/CHIP,Asian,2011,Percent,0.07774,0.016624
17,Illinois,Medicaid/CHIP,Asian,2011,Number,46323,NA
17,Illinois,Medicare,Asian,2011,Percent,0.08326,0.007584
17,Illinois,Medicare,Asian,2011,Number,49610,NA
17,Illinois,Private,Asian,2011,Number,419581,NA
17,Illinois,Private,Asian,2011,Percent,0.70417,0.023593
17,Illinois,Public,Asian,2011,Percent,0.161,0.017127
17,Illinois,Public,Asian,2011,Number,95933,NA
17,Illinois,Uninsured,Asian,2011,Percent,0.13482,0.019014
17,Illinois,Uninsured,Asian,2011,Number,80334,NA
17,Illinois,Employer,Hispanic / Latino,2011,Number,839814,NA
17,Illinois,Employer,Hispanic / Latino,2011,Percent,0.40658,0.018322
17,Illinois,Individual,Hispanic / Latino,2011,Percent,0.01529,0.002676
17,Illinois,Individual,Hispanic / Latino,2011,Number,31575,NA
17,Illinois,Insured,Hispanic / Latino,2011,Percent,0.7414,0.012297
17,Illinois,Insured,Hispanic / Latino,2011,Number,1531404,NA
17,Illinois,Medicaid/CHIP,Hispanic / Latino,2011,Number,562847,NA
17,Illinois,Medicaid/CHIP,Hispanic / Latino,2011,Percent,0.27249,0.011995
17,Illinois,Medicare,Hispanic / Latino,2011,Percent,0.04704,0.003237
17,Illinois,Medicare,Hispanic / Latino,2011,Number,97168,NA
17,Illinois,Private,Hispanic / Latino,2011,Number,871389,NA
17,Illinois,Private,Hispanic / Latino,2011,Percent,0.42187,0.018547
17,Illinois,Public,Hispanic / Latino,2011,Number,660015,NA
17,Illinois,Public,Hispanic / Latino,2011,Percent,0.31954,0.011635
17,Illinois,Uninsured,Hispanic / Latino,2011,Percent,0.2586,0.012297
17,Illinois,Uninsured,Hispanic / Latino,2011,Number,534140,NA
17,Illinois,Employer,Native Hawaiian and Other Pacific Islander,2011,Percent,NA,NA
17,Illinois,Employer,Native Hawaiian and Other Pacific Islander,2011,Number,NA,NA
17,Illinois,Individual,Native Hawaiian and Other Pacific Islander,2011,Percent,NA,NA
17,Illinois,Individual,Native Hawaiian and Other Pacific Islander,2011,Number,NA,NA
17,Illinois,Insured,Native Hawaiian and Other Pacific Islander,2011,Percent,NA,NA
17,Illinois,Insured,Native Hawaiian and Other Pacific Islander,2011,Number,NA,NA
17,Illinois,Medicaid/CHIP,Native Hawaiian and Other Pacific Islander,2011,Number,NA,NA
17,Illinois,Medicaid/CHIP,Native Hawaiian and Other Pacific Islander,2011,Percent,NA,NA
17,Illinois,Medicare,Native Hawaiian and Other Pacific Islander,2011,Percent,NA,NA
17,Illinois,Medicare,Native Hawaiian and Other Pacific Islander,2011,Number,NA,NA
17,Illinois,Private,Native Hawaiian and Other Pacific Islander,2011,Percent,NA,NA
17,Illinois,Private,Native Hawaiian and Other Pacific Islander,2011,Number,NA,NA
17,Illinois,Public,Native Hawaiian and Other Pacific Islander,2011,Number,NA,NA
17,Illinois,Public,Native Hawaiian and Other Pacific Islander,2011,Percent,NA,NA
17,Illinois,Uninsured,Native Hawaiian and Other Pacific Islander,2011,Number,NA,NA
17,Illinois,Uninsured,Native Hawaiian and Other Pacific Islander,2011,Percent,NA,NA
17,Illinois,Employer,Other / Multiple Races,2011,Percent,0.54457,0.04058
17,Illinois,Employer,Other / Multiple Races,2011,Number,114386,NA
17,Illinois,Individual,Other / Multiple Races,2011,Number,10306,NA
17,Illinois,Individual,Other / Multiple Races,2011,Percent,0.04907,0.014063
17,Illinois,Insured,Other / Multiple Races,2011,Number,188702,NA
17,Illinois,Insured,Other / Multiple Races,2011,Percent,0.89838,0.021977
17,Illinois,Medicaid/CHIP,Other / Multiple Races,2011,Percent,0.24303,0.034198
17,Illinois,Medicaid/CHIP,Other / Multiple Races,2011,Number,51047,NA
17,Illinois,Medicare,Other / Multiple Races,2011,Percent,0.06171,0.01388
17,Illinois,Medicare,Other / Multiple Races,2011,Number,12963,NA
17,Illinois,Private,Other / Multiple Races,2011,Percent,0.59364,0.040724
17,Illinois,Private,Other / Multiple Races,2011,Number,124692,NA
17,Illinois,Public,Other / Multiple Races,2011,Number,64010,NA
17,Illinois,Public,Other / Multiple Races,2011,Percent,0.30474,0.036346
17,Illinois,Uninsured,Other / Multiple Races,2011,Percent,0.10162,0.021977
17,Illinois,Uninsured,Other / Multiple Races,2011,Number,21345,NA
17,Illinois,Employer,White,2011,Percent,0.60589,0.005944
17,Illinois,Employer,White,2011,Number,4869874,NA
17,Illinois,Individual,White,2011,Percent,0.06058,0.003041
17,Illinois,Individual,White,2011,Number,486901,NA
17,Illinois,Insured,White,2011,Percent,0.91671,0.003546
17,Illinois,Insured,White,2011,Number,7368136,NA
17,Illinois,Medicaid/CHIP,White,2011,Number,642271,NA
17,Illinois,Medicaid/CHIP,White,2011,Percent,0.07991,0.00413
17,Illinois,Medicare,White,2011,Number,1369090,NA
17,Illinois,Medicare,White,2011,Percent,0.17034,0.001459
17,Illinois,Private,White,2011,Percent,0.66646,0.005672
17,Illinois,Private,White,2011,Number,5356775,NA
17,Illinois,Public,White,2011,Percent,0.25024,0.004222
17,Illinois,Public,White,2011,Number,2011361,NA
17,Illinois,Uninsured,White,2011,Percent,0.08329,0.003546
17,Illinois,Uninsured,White,2011,Number,669467,NA
17,Illinois,Employer,African-American / Black,2012,Percent,0.38306,0.013777
17,Illinois,Employer,African-American / Black,2012,Number,678471,NA
17,Illinois,Individual,African-American / Black,2012,Percent,0.02146,0.003396
17,Illinois,Individual,African-American / Black,2012,Number,38009,NA
17,Illinois,Insured,African-American / Black,2012,Number,1460156,NA
17,Illinois,Insured,African-American / Black,2012,Percent,0.82438,0.008685
17,Illinois,Medicaid/CHIP,African-American / Black,2012,Percent,0.29008,0.011255
17,Illinois,Medicaid/CHIP,African-American / Black,2012,Number,513785,NA
17,Illinois,Medicare,African-American / Black,2012,Percent,0.12979,0.004046
17,Illinois,Medicare,African-American / Black,2012,Number,229891,NA
17,Illinois,Private,African-American / Black,2012,Percent,0.40452,0.013307
17,Illinois,Private,African-American / Black,2012,Number,716480,NA
17,Illinois,Public,African-American / Black,2012,Percent,0.41987,0.012139
17,Illinois,Public,African-American / Black,2012,Number,743676,NA
17,Illinois,Uninsured,African-American / Black,2012,Number,311051,NA
17,Illinois,Uninsured,African-American / Black,2012,Percent,0.17562,0.008685
17,Illinois,Employer,American Indian / Alaska Native,2012,Number,6110,NA
17,Illinois,Employer,American Indian / Alaska Native,2012,Percent,0.48814,0.122316
17,Illinois,Individual,American Indian / Alaska Native,2012,Number,NA,NA
17,Illinois,Individual,American Indian / Alaska Native,2012,Percent,NA,NA
17,Illinois,Insured,American Indian / Alaska Native,2012,Percent,0.84269,0.080253
17,Illinois,Insured,American Indian / Alaska Native,2012,Number,10548,NA
17,Illinois,Medicaid/CHIP,American Indian / Alaska Native,2012,Percent,0.17073,0.087428
17,Illinois,Medicaid/CHIP,American Indian / Alaska Native,2012,Number,2137,NA
17,Illinois,Medicare,American Indian / Alaska Native,2012,Number,2061,NA
17,Illinois,Medicare,American Indian / Alaska Native,2012,Percent,0.16466,0.082529
17,Illinois,Private,American Indian / Alaska Native,2012,Percent,0.50731,0.118224
17,Illinois,Private,American Indian / Alaska Native,2012,Number,6350,NA
17,Illinois,Public,American Indian / Alaska Native,2012,Number,4198,NA
17,Illinois,Public,American Indian / Alaska Native,2012,Percent,0.33538,0.095903
17,Illinois,Uninsured,American Indian / Alaska Native,2012,Percent,0.15731,0.080253
17,Illinois,Uninsured,American Indian / Alaska Native,2012,Number,1969,NA
17,Illinois,Employer,Asian,2012,Number,352991,NA
17,Illinois,Employer,Asian,2012,Percent,0.5875,0.025087
17,Illinois,Individual,Asian,2012,Number,56033,NA
17,Illinois,Individual,Asian,2012,Percent,0.09326,0.015254
17,Illinois,Insured,Asian,2012,Percent,0.85735,0.015032
17,Illinois,Insured,Asian,2012,Number,515128,NA
17,Illinois,Medicaid/CHIP,Asian,2012,Percent,0.08588,0.013982
17,Illinois,Medicaid/CHIP,Asian,2012,Number,51601,NA
17,Illinois,Medicare,Asian,2012,Percent,0.09071,0.007893
17,Illinois,Medicare,Asian,2012,Number,54503,NA
17,Illinois,Private,Asian,2012,Percent,0.68076,0.020198
17,Illinois,Private,Asian,2012,Number,409024,NA
17,Illinois,Public,Asian,2012,Number,106104,NA
17,Illinois,Public,Asian,2012,Percent,0.17659,0.015323
17,Illinois,Uninsured,Asian,2012,Number,85709,NA
17,Illinois,Uninsured,Asian,2012,Percent,0.14265,0.015032
17,Illinois,Employer,Hispanic / Latino,2012,Percent,0.40745,0.015307
17,Illinois,Employer,Hispanic / Latino,2012,Number,849513,NA
17,Illinois,Individual,Hispanic / Latino,2012,Percent,0.01913,0.003279
17,Illinois,Individual,Hispanic / Latino,2012,Number,39877,NA
17,Illinois,Insured,Hispanic / Latino,2012,Number,1551001,NA
17,Illinois,Insured,Hispanic / Latino,2012,Percent,0.7439,0.011435
17,Illinois,Medicaid/CHIP,Hispanic / Latino,2012,Percent,0.26653,0.01057
17,Illinois,Medicaid/CHIP,Hispanic / Latino,2012,Number,555700,NA
17,Illinois,Medicare,Hispanic / Latino,2012,Percent,0.0508,0.002642
17,Illinois,Medicare,Hispanic / Latino,2012,Number,105911,NA
17,Illinois,Private,Hispanic / Latino,2012,Percent,0.42658,0.015876
17,Illinois,Private,Hispanic / Latino,2012,Number,889390,NA
17,Illinois,Public,Hispanic / Latino,2012,Number,661611,NA
17,Illinois,Public,Hispanic / Latino,2012,Percent,0.31733,0.010994
17,Illinois,Uninsured,Hispanic / Latino,2012,Number,533948,NA
17,Illinois,Uninsured,Hispanic / Latino,2012,Percent,0.2561,0.011435
17,Illinois,Employer,Native Hawaiian and Other Pacific Islander,2012,Percent,NA,NA
17,Illinois,Employer,Native Hawaiian and Other Pacific Islander,2012,Number,NA,NA
17,Illinois,Individual,Native Hawaiian and Other Pacific Islander,2012,Number,NA,NA
17,Illinois,Individual,Native Hawaiian and Other Pacific Islander,2012,Percent,NA,NA
17,Illinois,Insured,Native Hawaiian and Other Pacific Islander,2012,Percent,NA,NA
17,Illinois,Insured,Native Hawaiian and Other Pacific Islander,2012,Number,NA,NA
17,Illinois,Medicaid/CHIP,Native Hawaiian and Other Pacific Islander,2012,Percent,NA,NA
17,Illinois,Medicaid/CHIP,Native Hawaiian and Other Pacific Islander,2012,Number,NA,NA
17,Illinois,Medicare,Native Hawaiian and Other Pacific Islander,2012,Percent,NA,NA
17,Illinois,Medicare,Native Hawaiian and Other Pacific Islander,2012,Number,NA,NA
17,Illinois,Private,Native Hawaiian and Other Pacific Islander,2012,Percent,NA,NA
17,Illinois,Private,Native Hawaiian and Other Pacific Islander,2012,Number,NA,NA
17,Illinois,Public,Native Hawaiian and Other Pacific Islander,2012,Percent,NA,NA
17,Illinois,Public,Native Hawaiian and Other Pacific Islander,2012,Number,NA,NA
17,Illinois,Uninsured,Native Hawaiian and Other Pacific Islander,2012,Percent,NA,NA
17,Illinois,Uninsured,Native Hawaiian and Other Pacific Islander,2012,Number,NA,NA
17,Illinois,Employer,Other / Multiple Races,2012,Percent,0.54073,0.043001
17,Illinois,Employer,Other / Multiple Races,2012,Number,125032,NA
17,Illinois,Individual,Other / Multiple Races,2012,Number,11105,NA
17,Illinois,Individual,Other / Multiple Races,2012,Percent,0.04803,0.018563
17,Illinois,Insured,Other / Multiple Races,2012,Percent,0.89349,0.021221
17,Illinois,Insured,Other / Multiple Races,2012,Number,206602,NA
17,Illinois,Medicaid/CHIP,Other / Multiple Races,2012,Percent,0.24348,0.034445
17,Illinois,Medicaid/CHIP,Other / Multiple Races,2012,Number,56300,NA
17,Illinois,Medicare,Other / Multiple Races,2012,Percent,0.06126,0.011245
17,Illinois,Medicare,Other / Multiple Races,2012,Number,14165,NA
17,Illinois,Private,Other / Multiple Races,2012,Percent,0.58875,0.044478
17,Illinois,Private,Other / Multiple Races,2012,Number,136137,NA
17,Illinois,Public,Other / Multiple Races,2012,Percent,0.30474,0.034802
17,Illinois,Public,Other / Multiple Races,2012,Number,70465,NA
17,Illinois,Uninsured,Other / Multiple Races,2012,Percent,0.10651,0.021221
17,Illinois,Uninsured,Other / Multiple Races,2012,Number,24628,NA
17,Illinois,Employer,White,2012,Percent,0.60078,0.005375
17,Illinois,Employer,White,2012,Number,4812372,NA
17,Illinois,Individual,White,2012,Percent,0.06236,0.00302
17,Illinois,Individual,White,2012,Number,499546,NA
17,Illinois,Insured,White,2012,Number,7328434,NA
17,Illinois,Insured,White,2012,Percent,0.91488,0.002872
17,Illinois,Medicaid/CHIP,White,2012,Number,611150,NA
17,Illinois,Medicaid/CHIP,White,2012,Percent,0.0763,0.003156
17,Illinois,Medicare,White,2012,Percent,0.17545,0.001369
17,Illinois,Medicare,White,2012,Number,1405366,NA
17,Illinois,Private,White,2012,Percent,0.66314,0.004752
17,Illinois,Private,White,2012,Number,5311918,NA
17,Illinois,Public,White,2012,Percent,0.25174,0.003426
17,Illinois,Public,White,2012,Number,2016516,NA
17,Illinois,Uninsured,White,2012,Number,681805,NA
17,Illinois,Uninsured,White,2012,Percent,0.08512,0.002872
17,Illinois,Employer,African-American / Black,2013,Percent,0.37667,0.012885
17,Illinois,Employer,African-American / Black,2013,Number,661444,NA
17,Illinois,Individual,African-American / Black,2013,Number,34041,NA
17,Illinois,Individual,African-American / Black,2013,Percent,0.01939,0.003374
17,Illinois,Insured,African-American / Black,2013,Number,1444792,NA
17,Illinois,Insured,African-American / Black,2013,Percent,0.82276,0.008856
17,Illinois,Medicaid/CHIP,African-American / Black,2013,Number,517527,NA
17,Illinois,Medicaid/CHIP,African-American / Black,2013,Percent,0.29472,0.012892
17,Illinois,Medicare,African-American / Black,2013,Number,231780,NA
17,Illinois,Medicare,African-American / Black,2013,Percent,0.13199,0.003928
17,Illinois,Private,African-American / Black,2013,Percent,0.39606,0.013317
17,Illinois,Private,African-American / Black,2013,Number,695485,NA
17,Illinois,Public,African-American / Black,2013,Percent,0.42671,0.01231
17,Illinois,Public,African-American / Black,2013,Number,749307,NA
17,Illinois,Uninsured,African-American / Black,2013,Number,311232,NA
17,Illinois,Uninsured,African-American / Black,2013,Percent,0.17724,0.008856
17,Illinois,Employer,American Indian / Alaska Native,2013,Number,6946,NA
17,Illinois,Employer,American Indian / Alaska Native,2013,Percent,0.4787,0.149239
17,Illinois,Individual,American Indian / Alaska Native,2013,Percent,0.04624,0.042628
17,Illinois,Individual,American Indian / Alaska Native,2013,Number,671,NA
17,Illinois,Insured,American Indian / Alaska Native,2013,Percent,0.83804,0.091751
17,Illinois,Insured,American Indian / Alaska Native,2013,Number,12160,NA
17,Illinois,Medicaid/CHIP,American Indian / Alaska Native,2013,Percent,0.15872,0.085262
17,Illinois,Medicaid/CHIP,American Indian / Alaska Native,2013,Number,2303,NA
17,Illinois,Medicare,American Indian / Alaska Native,2013,Percent,0.15438,0.082675
17,Illinois,Medicare,American Indian / Alaska Native,2013,Number,2240,NA
17,Illinois,Private,American Indian / Alaska Native,2013,Number,7617,NA
17,Illinois,Private,American Indian / Alaska Native,2013,Percent,0.52495,0.141221
17,Illinois,Public,American Indian / Alaska Native,2013,Percent,0.31309,0.129338
17,Illinois,Public,American Indian / Alaska Native,2013,Number,4543,NA
17,Illinois,Uninsured,American Indian / Alaska Native,2013,Number,2350,NA
17,Illinois,Uninsured,American Indian / Alaska Native,2013,Percent,0.16196,0.091751
17,Illinois,Employer,Asian,2013,Percent,0.59909,0.021234
17,Illinois,Employer,Asian,2013,Number,374515,NA
17,Illinois,Individual,Asian,2013,Number,58470,NA
17,Illinois,Individual,Asian,2013,Percent,0.09353,0.011664
17,Illinois,Insured,Asian,2013,Percent,0.86524,0.015892
17,Illinois,Insured,Asian,2013,Number,540890,NA
17,Illinois,Medicaid/CHIP,Asian,2013,Percent,0.07981,0.014451
17,Illinois,Medicaid/CHIP,Asian,2013,Number,49889,NA
17,Illinois,Medicare,Asian,2013,Percent,0.09281,0.006921
17,Illinois,Medicare,Asian,2013,Number,58016,NA
17,Illinois,Private,Asian,2013,Percent,0.69263,0.021662
17,Illinois,Private,Asian,2013,Number,432985,NA
17,Illinois,Public,Asian,2013,Percent,0.17261,0.015395
17,Illinois,Public,Asian,2013,Number,107905,NA
17,Illinois,Uninsured,Asian,2013,Percent,0.13476,0.015892
17,Illinois,Uninsured,Asian,2013,Number,84245,NA
17,Illinois,Employer,Hispanic / Latino,2013,Percent,0.39294,0.012566
17,Illinois,Employer,Hispanic / Latino,2013,Number,827024,NA
17,Illinois,Individual,Hispanic / Latino,2013,Percent,0.02352,0.004086
17,Illinois,Individual,Hispanic / Latino,2013,Number,49511,NA
17,Illinois,Insured,Hispanic / Latino,2013,Percent,0.74254,0.010348
17,Illinois,Insured,Hispanic / Latino,2013,Number,1562842,NA
17,Illinois,Medicaid/CHIP,Hispanic / Latino,2013,Number,572332,NA
17,Illinois,Medicaid/CHIP,Hispanic / Latino,2013,Percent,0.27193,0.009156
17,Illinois,Medicare,Hispanic / Latino,2013,Percent,0.05415,0.002839
17,Illinois,Medicare,Hispanic / Latino,2013,Number,113975,NA
17,Illinois,Private,Hispanic / Latino,2013,Percent,0.41646,0.012708
17,Illinois,Private,Hispanic / Latino,2013,Number,876535,NA
17,Illinois,Public,Hispanic / Latino,2013,Percent,0.32608,0.009183
17,Illinois,Public,Hispanic / Latino,2013,Number,686307,NA
17,Illinois,Uninsured,Hispanic / Latino,2013,Number,541874,NA
17,Illinois,Uninsured,Hispanic / Latino,2013,Percent,0.25746,0.010348
17,Illinois,Employer,Native Hawaiian and Other Pacific Islander,2013,Number,NA,NA
17,Illinois,Employer,Native Hawaiian and Other Pacific Islander,2013,Percent,NA,NA
17,Illinois,Individual,Native Hawaiian and Other Pacific Islander,2013,Number,NA,NA
17,Illinois,Individual,Native Hawaiian and Other Pacific Islander,2013,Percent,NA,NA
17,Illinois,Insured,Native Hawaiian and Other Pacific Islander,2013,Percent,NA,NA
17,Illinois,Insured,Native Hawaiian and Other Pacific Islander,2013,Number,NA,NA
17,Illinois,Medicaid/CHIP,Native Hawaiian and Other Pacific Islander,2013,Number,NA,NA
17,Illinois,Medicaid/CHIP,Native Hawaiian and Other Pacific Islander,2013,Percent,NA,NA
17,Illinois,Medicare,Native Hawaiian and Other Pacific Islander,2013,Percent,NA,NA
17,Illinois,Medicare,Native Hawaiian and Other Pacific Islander,2013,Number,NA,NA
17,Illinois,Private,Native Hawaiian and Other Pacific Islander,2013,Percent,NA,NA
17,Illinois,Private,Native Hawaiian and Other Pacific Islander,2013,Number,NA,NA
17,Illinois,Public,Native Hawaiian and Other Pacific Islander,2013,Percent,NA,NA
17,Illinois,Public,Native Hawaiian and Other Pacific Islander,2013,Number,NA,NA
17,Illinois,Uninsured,Native Hawaiian and Other Pacific Islander,2013,Percent,NA,NA
17,Illinois,Uninsured,Native Hawaiian and Other Pacific Islander,2013,Number,NA,NA
17,Illinois,Employer,Other / Multiple Races,2013,Percent,0.55908,0.032443
17,Illinois,Employer,Other / Multiple Races,2013,Number,128900,NA
17,Illinois,Individual,Other / Multiple Races,2013,Percent,0.05924,0.013126
17,Illinois,Individual,Other / Multiple Races,2013,Number,13659,NA
17,Illinois,Insured,Other / Multiple Races,2013,Number,205974,NA
17,Illinois,Insured,Other / Multiple Races,2013,Percent,0.89338,0.019288
17,Illinois,Medicaid/CHIP,Other / Multiple Races,2013,Percent,0.22718,0.03262
17,Illinois,Medicaid/CHIP,Other / Multiple Races,2013,Number,52378,NA
17,Illinois,Medicare,Other / Multiple Races,2013,Percent,0.04787,0.010753
17,Illinois,Medicare,Other / Multiple Races,2013,Number,11037,NA
17,Illinois,Private,Other / Multiple Races,2013,Percent,0.61832,0.033657
17,Illinois,Private,Other / Multiple Races,2013,Number,142559,NA
17,Illinois,Public,Other / Multiple Races,2013,Number,63415,NA
17,Illinois,Public,Other / Multiple Races,2013,Percent,0.27505,0.033783
17,Illinois,Uninsured,Other / Multiple Races,2013,Percent,0.10662,0.019288
17,Illinois,Uninsured,Other / Multiple Races,2013,Number,24583,NA
17,Illinois,Employer,White,2013,Percent,0.59755,0.005937
17,Illinois,Employer,White,2013,Number,4773593,NA
17,Illinois,Individual,White,2013,Percent,0.06187,0.00287
17,Illinois,Individual,White,2013,Number,494271,NA
17,Illinois,Insured,White,2013,Number,7344977,NA
17,Illinois,Insured,White,2013,Percent,0.91943,0.003566
17,Illinois,Medicaid/CHIP,White,2013,Number,644653,NA
17,Illinois,Medicaid/CHIP,White,2013,Percent,0.0807,0.003898
17,Illinois,Medicare,White,2013,Percent,0.17931,0.001272
17,Illinois,Medicare,White,2013,Number,1432460,NA
17,Illinois,Private,White,2013,Percent,0.65942,0.005479
17,Illinois,Private,White,2013,Number,5267864,NA
