Indicator,Location,Coverage_Type,Race_Ethnicity,Timeframe,Data_Type,Data,MOE
US,United States,Uninsured,African-American / Black,2017,Number,3864550,NA
US,United States,Uninsured,African-American / Black,2017,Percent,0.09896,0.001839
US,United States,Employer,American Indian / Alaska Native,2017,Number,728121,NA
US,United States,Employer,American Indian / Alaska Native,2017,Percent,0.35211,0.010174
US,United States,Individual,American Indian / Alaska Native,2017,Number,65609,NA
US,United States,Individual,American Indian / Alaska Native,2017,Percent,0.03173,0.002899
US,United States,Insured,American Indian / Alaska Native,2017,Percent,0.80291,0.007505
US,United States,Insured,American Indian / Alaska Native,2017,Number,1660332,NA
US,United States,Medicaid/CHIP,American Indian / Alaska Native,2017,Number,572168,NA
US,United States,Medicaid/CHIP,American Indian / Alaska Native,2017,Percent,0.27669,0.008321
US,United States,Medicare,American Indian / Alaska Native,2017,Percent,0.14238,0.004833
US,United States,Medicare,American Indian / Alaska Native,2017,Number,294434,NA
US,United States,Private,American Indian / Alaska Native,2017,Percent,0.38383,0.010766
US,United States,Private,American Indian / Alaska Native,2017,Number,793730,NA
US,United States,Public,American Indian / Alaska Native,2017,Percent,0.41907,0.009939
US,United States,Public,American Indian / Alaska Native,2017,Number,866602,NA
US,United States,Uninsured,American Indian / Alaska Native,2017,Percent,0.19709,0.007505
US,United States,Uninsured,American Indian / Alaska Native,2017,Number,407571,NA
US,United States,Employer,Asian,2017,Percent,0.57749,0.004314
US,United States,Employer,Asian,2017,Number,10372022,NA
US,United States,Individual,Asian,2017,Percent,0.11035,0.002509
US,United States,Individual,Asian,2017,Number,1981949,NA
US,United States,Insured,Asian,2017,Percent,0.93429,0.002174
US,United States,Insured,Asian,2017,Number,16780335,NA
US,United States,Medicaid/CHIP,Asian,2017,Percent,0.12591,0.003062
US,United States,Medicaid/CHIP,Asian,2017,Number,2261354,NA
US,United States,Medicare,Asian,2017,Number,2165010,NA
US,United States,Medicare,Asian,2017,Percent,0.12054,0.001054
US,United States,Private,Asian,2017,Percent,0.68784,0.003503
US,United States,Private,Asian,2017,Number,12353971,NA
US,United States,Public,Asian,2017,Percent,0.24645,0.003136
US,United States,Public,Asian,2017,Number,4426364,NA
US,United States,Uninsured,Asian,2017,Number,1180137,NA
US,United States,Uninsured,Asian,2017,Percent,0.06571,0.002174
US,United States,Employer,Hispanic / Latino,2017,Number,23970514,NA
US,United States,Employer,Hispanic / Latino,2017,Percent,0.41141,0.003469
US,United States,Individual,Hispanic / Latino,2017,Number,3164201,NA
US,United States,Individual,Hispanic / Latino,2017,Percent,0.05431,0.001136
US,United States,Insured,Hispanic / Latino,2017,Percent,0.82322,0.002229
US,United States,Insured,Hispanic / Latino,2017,Number,47963609,NA
US,United States,Medicaid/CHIP,Hispanic / Latino,2017,Percent,0.27559,0.002815
US,United States,Medicaid/CHIP,Hispanic / Latino,2017,Number,16057079,NA
US,United States,Medicare,Hispanic / Latino,2017,Number,4771815,NA
US,United States,Medicare,Hispanic / Latino,2017,Percent,0.0819,0.00064899999999999995
US,United States,Private,Hispanic / Latino,2017,Number,27134715,NA
US,United States,Private,Hispanic / Latino,2017,Percent,0.46572,0.003642
US,United States,Public,Hispanic / Latino,2017,Percent,0.35749,0.002831
US,United States,Public,Hispanic / Latino,2017,Number,20828894,NA
US,United States,Uninsured,Hispanic / Latino,2017,Number,10300016,NA
US,United States,Uninsured,Hispanic / Latino,2017,Percent,0.17678,0.002229
US,United States,Employer,Native Hawaiian and Other Pacific Islander,2017,Percent,0.5321,0.026509
US,United States,Employer,Native Hawaiian and Other Pacific Islander,2017,Number,273500,NA
US,United States,Individual,Native Hawaiian and Other Pacific Islander,2017,Percent,0.04948,0.010163
US,United States,Individual,Native Hawaiian and Other Pacific Islander,2017,Number,25435,NA
US,United States,Insured,Native Hawaiian and Other Pacific Islander,2017,Number,463635,NA
US,United States,Insured,Native Hawaiian and Other Pacific Islander,2017,Percent,0.90201,0.012954
US,United States,Medicaid/CHIP,Native Hawaiian and Other Pacific Islander,2017,Percent,0.2207,0.022963
US,United States,Medicaid/CHIP,Native Hawaiian and Other Pacific Islander,2017,Number,113440,NA
US,United States,Medicare,Native Hawaiian and Other Pacific Islander,2017,Number,51260,NA
US,United States,Medicare,Native Hawaiian and Other Pacific Islander,2017,Percent,0.09973,0.009995
US,United States,Private,Native Hawaiian and Other Pacific Islander,2017,Number,298935,NA
US,United States,Private,Native Hawaiian and Other Pacific Islander,2017,Percent,0.58158,0.02672
US,United States,Public,Native Hawaiian and Other Pacific Islander,2017,Number,164700,NA
US,United States,Public,Native Hawaiian and Other Pacific Islander,2017,Percent,0.32043,0.023989
US,United States,Uninsured,Native Hawaiian and Other Pacific Islander,2017,Percent,0.09799,0.012954
US,United States,Uninsured,Native Hawaiian and Other Pacific Islander,2017,Number,50369,NA
US,United States,Employer,Other / Multiple Races,2017,Percent,0.56161,0.007349
US,United States,Employer,Other / Multiple Races,2017,Number,4901100,NA
US,United States,Individual,Other / Multiple Races,2017,Percent,0.06268,0.003071
US,United States,Individual,Other / Multiple Races,2017,Number,546995,NA
US,United States,Insured,Other / Multiple Races,2017,Number,8078982,NA
US,United States,Insured,Other / Multiple Races,2017,Percent,0.92576,0.002655
US,United States,Medicaid/CHIP,Other / Multiple Races,2017,Number,2010790,NA
US,United States,Medicaid/CHIP,Other / Multiple Races,2017,Percent,0.23041,0.006177
US,United States,Medicare,Other / Multiple Races,2017,Percent,0.07106,0.002152
US,United States,Medicare,Other / Multiple Races,2017,Number,620097,NA
US,United States,Private,Other / Multiple Races,2017,Percent,0.62429,0.006873
US,United States,Private,Other / Multiple Races,2017,Number,5448095,NA
US,United States,Public,Other / Multiple Races,2017,Percent,0.30147,0.006436
US,United States,Public,Other / Multiple Races,2017,Number,2630887,NA
US,United States,Uninsured,Other / Multiple Races,2017,Percent,0.07424,0.002655
US,United States,Uninsured,Other / Multiple Races,2017,Number,647863,NA
US,United States,Employer,White,2017,Percent,0.55841,0.001492
US,United States,Employer,White,2017,Number,109000000,NA
US,United States,Individual,White,2017,Percent,0.06983,7.17e-4
US,United States,Individual,White,2017,Number,13633999,NA
US,United States,Insured,White,2017,Percent,0.94098,7.72e-4
US,United States,Insured,White,2017,Number,183700000,NA
US,United States,Medicaid/CHIP,White,2017,Number,19376151,NA
US,United States,Medicaid/CHIP,White,2017,Percent,0.09924,9.01e-4
US,United States,Medicare,White,2017,Number,41681537,NA
US,United States,Medicare,White,2017,Percent,0.21349,2.94e-4
US,United States,Private,White,2017,Percent,0.62825,0.001486
US,United States,Private,White,2017,Number,122700000,NA
US,United States,Public,White,2017,Percent,0.31273,9.87e-4
US,United States,Public,White,2017,Number,61057688,NA
US,United States,Uninsured,White,2017,Percent,0.05902,7.72e-4
US,United States,Uninsured,White,2017,Number,11522979,NA
US,United States,Employer,African-American / Black,2018,Number,17926139,NA
US,United States,Employer,African-American / Black,2018,Percent,0.45601,0.00343
US,United States,Individual,African-American / Black,2018,Percent,0.04288,9.6e-4
US,United States,Individual,African-American / Black,2018,Number,1685527,NA
US,United States,Insured,African-American / Black,2018,Percent,0.89838,0.001908
US,United States,Insured,African-American / Black,2018,Number,35316186,NA
US,United States,Medicaid/CHIP,African-American / Black,2018,Percent,0.25267,0.002873
US,United States,Medicaid/CHIP,African-American / Black,2018,Number,9932692,NA
US,United States,Medicare,African-American / Black,2018,Number,5771828,NA
US,United States,Medicare,African-American / Black,2018,Percent,0.14682,0.001083
US,United States,Private,African-American / Black,2018,Number,19611666,NA
US,United States,Private,African-American / Black,2018,Percent,0.49889,0.003451
US,United States,Public,African-American / Black,2018,Percent,0.39949,0.003053
US,United States,Public,African-American / Black,2018,Number,15704520,NA
US,United States,Uninsured,African-American / Black,2018,Percent,0.10162,0.001908
US,United States,Uninsured,African-American / Black,2018,Number,3994764,NA
US,United States,Employer,American Indian / Alaska Native,2018,Number,751127,NA
US,United States,Employer,American Indian / Alaska Native,2018,Percent,0.35508,0.009762
US,United States,Individual,American Indian / Alaska Native,2018,Percent,0.03023,0.00328
US,United States,Individual,American Indian / Alaska Native,2018,Number,63938,NA
US,United States,Insured,American Indian / Alaska Native,2018,Number,1707107,NA
US,United States,Insured,American Indian / Alaska Native,2018,Percent,0.807,0.007475
US,United States,Medicaid/CHIP,American Indian / Alaska Native,2018,Number,580343,NA
US,United States,Medicaid/CHIP,American Indian / Alaska Native,2018,Percent,0.27435,0.00949
US,United States,Medicare,American Indian / Alaska Native,2018,Number,311699,NA
US,United States,Medicare,American Indian / Alaska Native,2018,Percent,0.14735,0.00548
US,United States,Private,American Indian / Alaska Native,2018,Percent,0.38531,0.00991
US,United States,Private,American Indian / Alaska Native,2018,Number,815065,NA
US,United States,Public,American Indian / Alaska Native,2018,Percent,0.4217,0.010382
US,United States,Public,American Indian / Alaska Native,2018,Number,892042,NA
US,United States,Uninsured,American Indian / Alaska Native,2018,Number,408260,NA
US,United States,Uninsured,American Indian / Alaska Native,2018,Percent,0.193,0.007475
US,United States,Employer,Asian,2018,Percent,0.58649,0.00406
US,United States,Employer,Asian,2018,Number,10658546,NA
US,United States,Individual,Asian,2018,Number,1956531,NA
US,United States,Individual,Asian,2018,Percent,0.10766,0.002313
US,United States,Insured,Asian,2018,Number,17045717,NA
US,United States,Insured,Asian,2018,Percent,0.93794,0.001913
US,United States,Medicaid/CHIP,Asian,2018,Percent,0.11905,0.002985
US,United States,Medicaid/CHIP,Asian,2018,Number,2163511,NA
US,United States,Medicare,Asian,2018,Percent,0.12475,0.001096
US,United States,Medicare,Asian,2018,Number,2267129,NA
US,United States,Private,Asian,2018,Percent,0.69414,0.003748
US,United States,Private,Asian,2018,Number,12615077,NA
US,United States,Public,Asian,2018,Number,4430640,NA
US,United States,Public,Asian,2018,Percent,0.2438,0.003066
US,United States,Uninsured,Asian,2018,Percent,0.06206,0.001913
US,United States,Uninsured,Asian,2018,Number,1127862,NA
US,United States,Employer,Hispanic / Latino,2018,Percent,0.41626,0.003427
US,United States,Employer,Hispanic / Latino,2018,Number,24631084,NA
US,United States,Individual,Hispanic / Latino,2018,Number,3157943,NA
US,United States,Individual,Hispanic / Latino,2018,Percent,0.05337,0.001193
US,United States,Insured,Hispanic / Latino,2018,Number,48681298,NA
US,United States,Insured,Hispanic / Latino,2018,Percent,0.82271,0.002398
US,United States,Medicaid/CHIP,Hispanic / Latino,2018,Number,15998306,NA
US,United States,Medicaid/CHIP,Hispanic / Latino,2018,Percent,0.27037,0.002552
US,United States,Medicare,Hispanic / Latino,2018,Percent,0.08271,6.63e-4
US,United States,Medicare,Hispanic / Latino,2018,Number,4893965,NA
US,United States,Private,Hispanic / Latino,2018,Percent,0.46963,0.003606
US,United States,Private,Hispanic / Latino,2018,Number,27789027,NA
US,United States,Public,Hispanic / Latino,2018,Number,20892271,NA
US,United States,Public,Hispanic / Latino,2018,Percent,0.35308,0.002475
US,United States,Uninsured,Hispanic / Latino,2018,Number,10490757,NA
US,United States,Uninsured,Hispanic / Latino,2018,Percent,0.17729,0.002398
US,United States,Employer,Native Hawaiian and Other Pacific Islander,2018,Number,302247,NA
US,United States,Employer,Native Hawaiian and Other Pacific Islander,2018,Percent,0.57007,0.025154
US,United States,Individual,Native Hawaiian and Other Pacific Islander,2018,Percent,0.04278,0.008984
US,United States,Individual,Native Hawaiian and Other Pacific Islander,2018,Number,22682,NA
US,United States,Insured,Native Hawaiian and Other Pacific Islander,2018,Percent,0.91419,0.010903
US,United States,Insured,Native Hawaiian and Other Pacific Islander,2018,Number,484699,NA
US,United States,Medicaid/CHIP,Native Hawaiian and Other Pacific Islander,2018,Number,101493,NA
US,United States,Medicaid/CHIP,Native Hawaiian and Other Pacific Islander,2018,Percent,0.19143,0.020614
US,United States,Medicare,Native Hawaiian and Other Pacific Islander,2018,Number,58277,NA
US,United States,Medicare,Native Hawaiian and Other Pacific Islander,2018,Percent,0.10992,0.010796
US,United States,Private,Native Hawaiian and Other Pacific Islander,2018,Number,324929,NA
US,United States,Private,Native Hawaiian and Other Pacific Islander,2018,Percent,0.61285,0.02546
US,United States,Public,Native Hawaiian and Other Pacific Islander,2018,Number,159770,NA
US,United States,Public,Native Hawaiian and Other Pacific Islander,2018,Percent,0.30134,0.022048
US,United States,Uninsured,Native Hawaiian and Other Pacific Islander,2018,Percent,0.08581,0.010903
US,United States,Uninsured,Native Hawaiian and Other Pacific Islander,2018,Number,45497,NA
US,United States,Employer,Other / Multiple Races,2018,Percent,0.56194,0.005602
US,United States,Employer,Other / Multiple Races,2018,Number,5055000,NA
US,United States,Individual,Other / Multiple Races,2018,Number,545123,NA
US,United States,Individual,Other / Multiple Races,2018,Percent,0.0606,0.002766
US,United States,Insured,Other / Multiple Races,2018,Percent,0.92422,0.002994
US,United States,Insured,Other / Multiple Races,2018,Number,8313966,NA
US,United States,Medicaid/CHIP,Other / Multiple Races,2018,Number,2059610,NA
US,United States,Medicaid/CHIP,Other / Multiple Races,2018,Percent,0.22896,0.005209
US,United States,Medicare,Other / Multiple Races,2018,Number,654233,NA
US,United States,Medicare,Other / Multiple Races,2018,Percent,0.07273,0.002093
US,United States,Private,Other / Multiple Races,2018,Number,5600123,NA
US,United States,Private,Other / Multiple Races,2018,Percent,0.62253,0.005452
US,United States,Public,Other / Multiple Races,2018,Number,2713843,NA
US,United States,Public,Other / Multiple Races,2018,Percent,0.30168,0.005258
US,United States,Uninsured,Other / Multiple Races,2018,Number,681723,NA
US,United States,Uninsured,Other / Multiple Races,2018,Percent,0.07578,0.002994
US,United States,Employer,White,2018,Number,108800000,NA
US,United States,Employer,White,2018,Percent,0.55806,0.001312
US,United States,Individual,White,2018,Number,12765198,NA
US,United States,Individual,White,2018,Percent,0.06547,5.93e-4
US,United States,Insured,White,2018,Percent,0.93982,6.41e-4
US,United States,Insured,White,2018,Number,183300000,NA
US,United States,Medicaid/CHIP,White,2018,Number,19078565,NA
US,United States,Medicaid/CHIP,White,2018,Percent,0.09784,8.95e-4
US,United States,Medicare,White,2018,Number,42597699,NA
US,United States,Medicare,White,2018,Percent,0.21846,3.32e-4
US,United States,Private,White,2018,Number,121600000,NA
US,United States,Private,White,2018,Percent,0.62352,0.001332
US,United States,Public,White,2018,Number,61676264,NA
US,United States,Public,White,2018,Percent,0.3163,9.63e-4
US,United States,Uninsured,White,2018,Percent,0.06018,6.41e-4
US,United States,Uninsured,White,2018,Number,11734031,NA
US,United States,Employer,African-American / Black,2019,Percent,0.4601,0.003256
US,United States,Employer,African-American / Black,2019,Number,18214523,NA
US,United States,Individual,African-American / Black,2019,Number,1613358,NA
US,United States,Individual,African-American / Black,2019,Percent,0.04075,0.001162
US,United States,Insured,African-American / Black,2019,Percent,0.89951,0.001832
US,United States,Insured,African-American / Black,2019,Number,35609811,NA
US,United States,Medicaid/CHIP,African-American / Black,2019,Percent,0.2477,0.002884
US,United States,Medicaid/CHIP,African-American / Black,2019,Number,9805846,NA
US,United States,Medicare,African-American / Black,2019,Number,5976084,NA
US,United States,Medicare,African-American / Black,2019,Percent,0.15096,0.001154
US,United States,Private,African-American / Black,2019,Percent,0.50086,0.003296
US,United States,Private,African-American / Black,2019,Number,19827881,NA
US,United States,Public,African-American / Black,2019,Number,15781930,NA
US,United States,Public,African-American / Black,2019,Percent,0.39865,0.002869
US,United States,Uninsured,African-American / Black,2019,Percent,0.10049,0.001832
US,United States,Uninsured,African-American / Black,2019,Number,3978209,NA
US,United States,Employer,American Indian / Alaska Native,2019,Percent,0.36154,0.010793
US,United States,Employer,American Indian / Alaska Native,2019,Number,780877,NA
US,United States,Individual,American Indian / Alaska Native,2019,Percent,0.0338,0.004094
US,United States,Individual,American Indian / Alaska Native,2019,Number,73009,NA
US,United States,Insured,American Indian / Alaska Native,2019,Number,1748928,NA
US,United States,Insured,American Indian / Alaska Native,2019,Percent,0.80975,0.008564
US,United States,Medicaid/CHIP,American Indian / Alaska Native,2019,Percent,0.26302,0.010125
US,United States,Medicaid/CHIP,American Indian / Alaska Native,2019,Number,568081,NA
US,United States,Medicare,American Indian / Alaska Native,2019,Number,326961,NA
US,United States,Medicare,American Indian / Alaska Native,2019,Percent,0.15138,0.005028
US,United States,Private,American Indian / Alaska Native,2019,Number,853886,NA
US,United States,Private,American Indian / Alaska Native,2019,Percent,0.39535,0.011238
US,United States,Public,American Indian / Alaska Native,2019,Percent,0.4144,0.011523
US,United States,Public,American Indian / Alaska Native,2019,Number,895042,NA
US,United States,Uninsured,American Indian / Alaska Native,2019,Percent,0.19025,0.008564
US,United States,Uninsured,American Indian / Alaska Native,2019,Number,410910,NA
US,United States,Employer,Asian,2019,Number,10793412,NA
US,United States,Employer,Asian,2019,Percent,0.58843,0.004423
US,United States,Individual,Asian,2019,Number,1921944,NA
US,United States,Individual,Asian,2019,Percent,0.10478,0.002664
US,United States,Insured,Asian,2019,Percent,0.93442,0.002276
US,United States,Insured,Asian,2019,Number,17139994,NA
US,United States,Medicaid/CHIP,Asian,2019,Number,2027176,NA
US,United States,Medicaid/CHIP,Asian,2019,Percent,0.11052,0.002954
US,United States,Medicare,Asian,2019,Number,2397462,NA
US,United States,Medicare,Asian,2019,Percent,0.1307,0.001307
US,United States,Private,Asian,2019,Number,12715356,NA
US,United States,Private,Asian,2019,Percent,0.6932,0.003793
US,United States,Public,Asian,2019,Percent,0.24122,0.003096
US,United States,Public,Asian,2019,Number,4424638,NA
US,United States,Uninsured,Asian,2019,Number,1202859,NA
US,United States,Uninsured,Asian,2019,Percent,0.06558,0.002276
US,United States,Employer,Hispanic / Latino,2019,Percent,0.42512,0.003242
US,United States,Employer,Hispanic / Latino,2019,Number,25464017,NA
US,United States,Individual,Hispanic / Latino,2019,Number,3070498,NA
US,United States,Individual,Hispanic / Latino,2019,Percent,0.05126,0.001125
US,United States,Insured,Hispanic / Latino,2019,Number,48783591,NA
US,United States,Insured,Hispanic / Latino,2019,Percent,0.81444,0.002358
US,United States,Medicaid/CHIP,Hispanic / Latino,2019,Number,15107839,NA
US,United States,Medicaid/CHIP,Hispanic / Latino,2019,Percent,0.25223,0.002524
US,United States,Medicare,Hispanic / Latino,2019,Percent,0.08583,6.87e-4
US,United States,Medicare,Hispanic / Latino,2019,Number,5141237,NA
US,United States,Private,Hispanic / Latino,2019,Percent,0.47638,0.003551
US,United States,Private,Hispanic / Latino,2019,Number,28534515,NA
US,United States,Public,Hispanic / Latino,2019,Number,20249076,NA
US,United States,Public,Hispanic / Latino,2019,Percent,0.33806,0.002394
US,United States,Uninsured,Hispanic / Latino,2019,Percent,0.18556,0.002358
US,United States,Uninsured,Hispanic / Latino,2019,Number,11114505,NA
US,United States,Employer,Native Hawaiian and Other Pacific Islander,2019,Number,293176,NA
US,United States,Employer,Native Hawaiian and Other Pacific Islander,2019,Percent,0.54136,0.027704
US,United States,Individual,Native Hawaiian and Other Pacific Islander,2019,Percent,0.03783,0.007612
US,United States,Individual,Native Hawaiian and Other Pacific Islander,2019,Number,20487,NA
US,United States,Insured,Native Hawaiian and Other Pacific Islander,2019,Percent,0.88596,0.01433
US,United States,Insured,Native Hawaiian and Other Pacific Islander,2019,Number,479793,NA
US,United States,Medicaid/CHIP,Native Hawaiian and Other Pacific Islander,2019,Number,108709,NA
US,United States,Medicaid/CHIP,Native Hawaiian and Other Pacific Islander,2019,Percent,0.20074,0.023148
US,United States,Medicare,Native Hawaiian and Other Pacific Islander,2019,Percent,0.10603,0.009999
US,United States,Medicare,Native Hawaiian and Other Pacific Islander,2019,Number,57421,NA
US,United States,Private,Native Hawaiian and Other Pacific Islander,2019,Number,313663,NA
US,United States,Private,Native Hawaiian and Other Pacific Islander,2019,Percent,0.57919,0.028623
US,United States,Public,Native Hawaiian and Other Pacific Islander,2019,Percent,0.30677,0.024682
US,United States,Public,Native Hawaiian and Other Pacific Islander,2019,Number,166130,NA
US,United States,Uninsured,Native Hawaiian and Other Pacific Islander,2019,Percent,0.11404,0.01433
US,United States,Uninsured,Native Hawaiian and Other Pacific Islander,2019,Number,61758,NA
US,United States,Employer,Other / Multiple Races,2019,Number,5200366,NA
US,United States,Employer,Other / Multiple Races,2019,Percent,0.57351,0.006357
US,United States,Individual,Other / Multiple Races,2019,Percent,0.05488,0.002573
US,United States,Individual,Other / Multiple Races,2019,Number,497605,NA
US,United States,Insured,Other / Multiple Races,2019,Percent,0.92225,0.002638
US,United States,Insured,Other / Multiple Races,2019,Number,8362553,NA
US,United States,Medicaid/CHIP,Other / Multiple Races,2019,Percent,0.22368,0.005553
US,United States,Medicaid/CHIP,Other / Multiple Races,2019,Number,2028222,NA
US,United States,Medicare,Other / Multiple Races,2019,Number,636360,NA
US,United States,Medicare,Other / Multiple Races,2019,Percent,0.07018,0.002016
US,United States,Private,Other / Multiple Races,2019,Number,5697971,NA
US,United States,Private,Other / Multiple Races,2019,Percent,0.62839,0.006503
US,United States,Public,Other / Multiple Races,2019,Number,2664582,NA
US,United States,Public,Other / Multiple Races,2019,Percent,0.29386,0.005612
US,United States,Uninsured,Other / Multiple Races,2019,Number,704988,NA
US,United States,Uninsured,Other / Multiple Races,2019,Percent,0.07775,0.002638
US,United States,Employer,White,2019,Percent,0.55528,0.001592
US,United States,Employer,White,2019,Number,108200000,NA
US,United States,Individual,White,2019,Percent,0.06235,5.14e-4
US,United States,Individual,White,2019,Number,12143331,NA
US,United States,Insured,White,2019,Percent,0.93771,7.67e-4
US,United States,Insured,White,2019,Number,182600000,NA
US,United States,Medicaid/CHIP,White,2019,Number,18772293,NA
US,United States,Medicaid/CHIP,White,2019,Percent,0.09638,0.001026
US,United States,Medicare,White,2019,Percent,0.22371,3.58e-4
US,United States,Medicare,White,2019,Number,43573272,NA
US,United States,Private,White,2019,Number,120300000,NA
US,United States,Private,White,2019,Percent,0.61762,0.001609
US,United States,Public,White,2019,Percent,0.32009,0.001176
US,United States,Public,White,2019,Number,62345565,NA
US,United States,Uninsured,White,2019,Number,12131487,NA
US,United States,Uninsured,White,2019,Percent,0.06229,7.67e-4
US,United States,Employer,African-American / Black,2021,Percent,0.44929,0.002789
US,United States,Employer,African-American / Black,2021,Number,17180941,NA
US,United States,Individual,African-American / Black,2021,Percent,0.04706,0.001336
US,United States,Individual,African-American / Black,2021,Number,1799684,NA
US,United States,Insured,African-American / Black,2021,Percent,0.90433,0.001362
US,United States,Insured,African-American / Black,2021,Number,34581683,NA
US,United States,Medicaid/CHIP,African-American / Black,2021,Number,9702264,NA
US,United States,Medicaid/CHIP,African-American / Black,2021,Percent,0.25372,0.002439
US,United States,Medicare,African-American / Black,2021,Number,5898794,NA
US,United States,Medicare,African-American / Black,2021,Percent,0.15426,0.001066
US,United States,Private,African-American / Black,2021,Percent,0.49635,0.002678
US,United States,Private,African-American / Black,2021,Number,18980625,NA
US,United States,Public,African-American / Black,2021,Percent,0.40797,0.002504
US,United States,Public,African-American / Black,2021,Number,15601058,NA
US,United States,Uninsured,African-American / Black,2021,Percent,0.09567,0.001362
US,United States,Uninsured,African-American / Black,2021,Number,3658628,NA
US,United States,Employer,American Indian / Alaska Native,2021,Percent,0.34988,0.010583
US,United States,Employer,American Indian / Alaska Native,2021,Number,598601,NA
US,United States,Individual,American Indian / Alaska Native,2021,Percent,0.03136,0.003656
US,United States,Individual,American Indian / Alaska Native,2021,Number,53646,NA
US,United States,Insured,American Indian / Alaska Native,2021,Percent,0.81458,0.008618
US,United States,Insured,American Indian / Alaska Native,2021,Number,1393626,NA
US,United States,Medicaid/CHIP,American Indian / Alaska Native,2021,Number,491372,NA
US,United States,Medicaid/CHIP,American Indian / Alaska Native,2021,Percent,0.28721,0.009843
US,United States,Medicare,American Indian / Alaska Native,2021,Percent,0.14613,0.005024
US,United States,Medicare,American Indian / Alaska Native,2021,Number,250007,NA
US,United States,Private,American Indian / Alaska Native,2021,Number,652247,NA
US,United States,Private,American Indian / Alaska Native,2021,Percent,0.38124,0.010735
US,United States,Public,American Indian / Alaska Native,2021,Number,741379,NA
US,United States,Public,American Indian / Alaska Native,2021,Percent,0.43334,0.011098
US,United States,Uninsured,American Indian / Alaska Native,2021,Number,317228,NA
US,United States,Uninsured,American Indian / Alaska Native,2021,Percent,0.18542,0.008618
US,United States,Employer,Asian,2021,Percent,0.58516,0.004058
US,United States,Employer,Asian,2021,Number,11040675,NA
US,United States,Individual,Asian,2021,Number,1861083,NA
US,United States,Individual,Asian,2021,Percent,0.09864,0.002344
US,United States,Insured,Asian,2021,Number,17779377,NA
US,United States,Insured,Asian,2021,Percent,0.94232,0.001896
US,United States,Medicaid/CHIP,Asian,2021,Percent,0.1226,0.002979
US,United States,Medicaid/CHIP,Asian,2021,Number,2313256,NA
US,United States,Medicare,Asian,2021,Number,2564363,NA
US,United States,Medicare,Asian,2021,Percent,0.13591,0.00117
US,United States,Private,Asian,2021,Percent,0.6838,0.003567
US,United States,Private,Asian,2021,Number,12901758,NA
US,United States,Public,Asian,2021,Percent,0.25852,0.003136
US,United States,Public,Asian,2021,Number,4877619,NA
US,United States,Uninsured,Asian,2021,Percent,0.05768,0.001896
US,United States,Uninsured,Asian,2021,Number,1088319,NA
US,United States,Employer,Hispanic / Latino,2021,Percent,0.41806,0.003178
US,United States,Employer,Hispanic / Latino,2021,Number,25929368,NA
US,United States,Individual,Hispanic / Latino,2021,Number,3595243,NA
US,United States,Individual,Hispanic / Latino,2021,Percent,0.05797,0.001194
US,United States,Insured,Hispanic / Latino,2021,Percent,0.82351,0.002276
US,United States,Insured,Hispanic / Latino,2021,Number,51076492,NA
US,United States,Medicaid/CHIP,Hispanic / Latino,2021,Number,16044837,NA
US,United States,Medicaid/CHIP,Hispanic / Latino,2021,Percent,0.25869,0.002337
US,United States,Medicare,Hispanic / Latino,2021,Percent,0.08879,5.75e-4
US,United States,Medicare,Hispanic / Latino,2021,Number,5507044,NA
US,United States,Private,Hispanic / Latino,2021,Number,29524611,NA
US,United States,Private,Hispanic / Latino,2021,Percent,0.47603,0.003122
US,United States,Public,Hispanic / Latino,2021,Number,21551881,NA
US,United States,Public,Hispanic / Latino,2021,Percent,0.34748,0.002311
US,United States,Uninsured,Hispanic / Latino,2021,Percent,0.17649,0.002276
US,United States,Uninsured,Hispanic / Latino,2021,Number,10946284,NA
US,United States,Employer,Native Hawaiian and Other Pacific Islander,2021,Percent,0.52617,0.023549
US,United States,Employer,Native Hawaiian and Other Pacific Islander,2021,Number,292784,NA
US,United States,Individual,Native Hawaiian and Other Pacific Islander,2021,Number,25015,NA
US,United States,Individual,Native Hawaiian and Other Pacific Islander,2021,Percent,0.04496,0.008736
US,United States,Insured,Native Hawaiian and Other Pacific Islander,2021,Number,503133,NA
US,United States,Insured,Native Hawaiian and Other Pacific Islander,2021,Percent,0.90419,0.015855
US,United States,Medicaid/CHIP,Native Hawaiian and Other Pacific Islander,2021,Percent,0.21283,0.017372
US,United States,Medicaid/CHIP,Native Hawaiian and Other Pacific Islander,2021,Number,118427,NA
US,United States,Medicare,Native Hawaiian and Other Pacific Islander,2021,Percent,0.12024,0.012461
US,United States,Medicare,Native Hawaiian and Other Pacific Islander,2021,Number,66907,NA
US,United States,Private,Native Hawaiian and Other Pacific Islander,2021,Percent,0.57112,0.022931
US,United States,Private,Native Hawaiian and Other Pacific Islander,2021,Number,317799,NA
US,United States,Public,Native Hawaiian and Other Pacific Islander,2021,Percent,0.33307,0.019845
US,United States,Public,Native Hawaiian and Other Pacific Islander,2021,Number,185334,NA
US,United States,Uninsured,Native Hawaiian and Other Pacific Islander,2021,Percent,0.09581,0.015855
US,United States,Uninsured,Native Hawaiian and Other Pacific Islander,2021,Number,53311,NA
US,United States,Employer,Other / Multiple Races,2021,Percent,0.56059,0.00532
US,United States,Employer,Other / Multiple Races,2021,Number,8974638,NA
US,United States,Individual,Other / Multiple Races,2021,Percent,0.06012,0.002016
